chrom	start	end	mean	p0.500	p0.025	p0.975
scaffold-ma1	298300000	298400000	0.001005418684	0.0009932747833	0.0005844892055	0.001500416309
scaffold-ma1	298400000	298500000	0.002969592026	0.002954737422	0.00199356659	0.004089325347
scaffold-ma1	298500000	298600000	0.0007452494623	0.0007438425794	0.0005231226254	0.00108418631
scaffold-ma1	298600000	298700000	0.001558636236	0.001500907279	0.001088175594	0.002135677874
scaffold-ma1	298700000	298800000	0.0007568061852	0.000747985638	0.0005512815241	0.001000990379
scaffold-ma1	298800000	298900000	0.00117531313	0.0009283159162	0.0003816583261	0.002603438174
scaffold-ma1	298900000	299000000	0.002613009129	0.002569973652	0.002046348302	0.003195304976
scaffold-ma1	299000000	299100000	0.003527585688	0.003547023967	0.00208007216	0.005583764487
scaffold-ma1	299100000	299200000	0.0006147943749	0.0006099680499	0.0004563324599	0.0008280930287
scaffold-ma1	299200000	299300000	0.003357878773	0.003228374955	0.002192028841	0.005416390649
scaffold-ma1	299300000	299400000	0.007553904059	0.007396512115	0.005274151463	0.01114582072
scaffold-ma1	299400000	299500000	0.001130066557	0.0009431532704	0.0006741735739	0.002034437925
scaffold-ma1	299500000	299600000	0.0003551729705	0.0003499898848	0.0002556243969	0.0004833447192
scaffold-ma1	299600000	299700000	0.0009493075593	0.0008998622431	0.0006104161759	0.001410345172
scaffold-ma1	299700000	299800000	0.0008729123571	0.0008578386469	0.0005229271714	0.001282243857
scaffold-ma1	299800000	299900000	0.0005859040277	0.0005474632799	0.0004217609552	0.0008616786942
scaffold-ma1	299900000	300000000	0.0007894087268	0.0007800203116	0.000532211595	0.001137205277
scaffold-ma1	300000000	300100000	0.003267842073	0.003169216288	0.002388232715	0.004440944499
scaffold-ma1	300100000	300200000	0.001105412627	0.0010831183	0.0008025179025	0.00149631433
scaffold-ma1	300200000	300300000	0.0004847189816	0.0004768715591	0.0003067229346	0.0006872265617
scaffold-ma1	300300000	300400000	0.003888158789	0.00381783176	0.002982325922	0.005419916973
scaffold-ma1	300400000	300500000	0.00173657765	0.001654159912	0.001195813501	0.002457128135
scaffold-ma1	300500000	300600000	0.001295587095	0.001324494147	0.0005713132387	0.002246487713
scaffold-ma1	300600000	300700000	0.0006459205819	0.0006274420987	0.0003728965932	0.001015741612
scaffold-ma1	300700000	300800000	0.00197119075	0.002008271533	0.00105291501	0.003418454937
scaffold-ma1	300800000	300900000	0.001772270374	0.001743884464	0.001193261816	0.002625779189
scaffold-ma1	300900000	301000000	0.0007558370789	0.0007451583247	0.0004326775391	0.001161277204
scaffold-ma1	301000000	301100000	0.0005202520798	0.0005185169811	0.0004067876849	0.000653810458
scaffold-ma1	301100000	301200000	0.009162412161	0.009083698882	0.004822484708	0.01518921841
scaffold-ma1	301200000	301300000	0.0005724435959	0.0005710925945	0.0003090745135	0.0008933192804
scaffold-ma1	301300000	301400000	0.001560082556	0.001533559155	0.001004702335	0.002257796934
scaffold-ma1	301400000	301500000	0.0009760431141	0.0009331091635	0.0006549324753	0.001523398346
scaffold-ma1	301500000	301600000	0.001394059181	0.001380131476	0.001012721663	0.00185931437
scaffold-ma1	301600000	301700000	0.003654071571	0.003640510848	0.002320103363	0.005119433431
scaffold-ma1	301700000	301800000	0.007432083354	0.007309946401	0.005057671105	0.01061171395
scaffold-ma1	301800000	301900000	0.004747107418	0.004641064829	0.003091231453	0.006904853439
scaffold-ma1	301900000	302000000	0.006029102821	0.005943594204	0.003648221094	0.009339787778
scaffold-ma1	302000000	302100000	0.005630213305	0.004229625776	0.003019285089	0.01195601164
scaffold-ma1	302100000	302200000	0.001067956395	0.001045042583	0.0005231525618	0.001832381601
scaffold-ma1	302200000	302300000	0.003834272131	0.00378424523	0.002515836159	0.005353964323
scaffold-ma1	302300000	302400000	0.001770420488	0.001816553666	0.001182508627	0.00248776764
scaffold-ma1	302400000	302500000	0.002144513217	0.002072967473	0.001557668584	0.002993885023
scaffold-ma1	302500000	302600000	0.005281333333	0.004850509741	0.003202373707	0.008949475659
scaffold-ma1	302600000	302700000	0.0010642516	0.00100343864	0.0006645532506	0.00179433131
scaffold-ma1	302700000	302800000	0.002760490498	0.002809712687	0.001984440804	0.003572892809
scaffold-ma1	302800000	302900000	0.01772627114	0.01800740998	0.008442254024	0.02985463537
scaffold-ma1	302900000	303000000	0.01969677461	0.02265828754	0.002574731047	0.0483903396
scaffold-ma1	303000000	303100000	0.0003169919176	0.000317891554	0.0002215135227	0.0004239934687
scaffold-ma1	303100000	303200000	0.002011730808	0.002095761514	0.001286115126	0.002470895685
scaffold-ma1	303200000	303300000	0.0003504310732	0.0003388204805	0.000239309354	0.0005037414592
scaffold-ma1	303300000	303400000	0.0105783743	0.008837332742	0.003133601673	0.02737300679
scaffold-ma1	303400000	303500000	0.001150137009	0.001109767351	0.000884616836	0.00152484392
scaffold-ma1	303500000	303600000	0.00369428948	0.003508965428	0.002171038747	0.006060855361
scaffold-ma1	303600000	303700000	0.001169567243	0.001158900019	0.0007804283507	0.001653857988
scaffold-ma1	303700000	303800000	0.004413120901	0.004246072735	0.003139346162	0.006292024662
scaffold-ma1	303800000	303900000	0.002459063303	0.002285307216	0.001715303714	0.003884034781
scaffold-ma1	303900000	304000000	0.01240244699	0.01239627844	0.008639051333	0.01668170266
scaffold-ma1	304000000	304100000	0.007026249272	0.007051446844	0.004661482269	0.009558375677
scaffold-ma1	304100000	304200000	0.002439511846	0.001955017296	0.001007192964	0.004582758561
scaffold-ma1	304200000	304300000	0.004747111903	0.004346794096	0.002462970782	0.008781855174
scaffold-ma1	304300000	304400000	0.003889243093	0.003497981299	0.001748171377	0.008015937248
scaffold-ma1	304400000	304500000	0.0009193496765	0.0009110143478	0.0005776344547	0.001353175748
scaffold-ma1	304500000	304600000	0.002146673807	0.002116710253	0.001609321631	0.002824708688
scaffold-ma1	304600000	304700000	0.00770607931	0.006501360428	0.003594755253	0.01531717067
scaffold-ma1	304700000	304800000	0.0005917297794	0.0005812203241	0.0004094041409	0.0008316734415
scaffold-ma1	304800000	304900000	0.003165145651	0.0030962489	0.002414293305	0.004155832249
scaffold-ma1	304900000	305000000	0.003671729037	0.00355786946	0.002596777311	0.005259760047
scaffold-ma1	305000000	305100000	0.001027319184	0.001009214473	0.0007972192372	0.001310739489
scaffold-ma1	305100000	305200000	0.001056135522	0.001044928582	0.0009238879769	0.001230220842
scaffold-ma1	305200000	305300000	0.001944217688	0.001967495514	0.0008986318632	0.002932886936
scaffold-ma1	305300000	305400000	0.001318328518	0.001251172628	0.0008814772095	0.00201315415
scaffold-ma1	305400000	305500000	0.002497563511	0.002440733556	0.001349275151	0.004047066623
scaffold-ma1	305500000	305600000	0.00339169256	0.003280402072	0.002077011373	0.005474688993
scaffold-ma1	305600000	305700000	0.0009520715048	0.0009272277505	0.0007186212284	0.001277709094
scaffold-ma1	305700000	305800000	0.00102180415	0.001012610092	0.0007172351749	0.001409947453
scaffold-ma1	305800000	305900000	0.0007077255692	0.0007004226228	0.0005641105512	0.0009025854983
scaffold-ma1	305900000	306000000	0.002482397969	0.002403066987	0.001659647507	0.003585384676
scaffold-ma1	306000000	306100000	0.006795595157	0.006680493818	0.004505199926	0.009631855733
scaffold-ma1	306100000	306200000	0.01053058558	0.01024946973	0.007643736256	0.01462412356
scaffold-ma1	306200000	306300000	0.00170499389	0.001629043823	0.001272152875	0.002347344086
scaffold-ma1	306300000	306400000	0.001342532781	0.001305766214	0.0009401578392	0.001898064322
scaffold-ma1	306400000	306500000	0.0004073853504	0.0003982222818	0.0002441666161	0.0006085109636
scaffold-ma1	306500000	306600000	0.001270618539	0.001234783229	0.0005566225322	0.002227865326
scaffold-ma1	306600000	306700000	0.001346820432	0.001325312098	0.0009739567331	0.001954285255
scaffold-ma1	306700000	306800000	0.001101537553	0.001050774693	0.0006820068031	0.001713094374
scaffold-ma1	306800000	306900000	0.004216592711	0.003562147395	0.001951231516	0.01029582855
scaffold-ma1	306900000	307000000	0.0009067160973	0.000857304472	0.000612366827	0.001331897817
scaffold-ma1	307000000	307100000	0.0004031743694	0.0003944613833	0.0002842742194	0.0005978324528
scaffold-ma1	307100000	307200000	0.002400208594	0.002241600395	0.001474165059	0.004425853967
scaffold-ma1	307200000	307300000	0.004424803837	0.002936927935	0.001686511268	0.01472912033
scaffold-ma1	307300000	307400000	0.0005747391388	0.0005396613876	0.0003592781053	0.0009111922488
scaffold-ma1	307400000	307500000	0.004046156758	0.003917203959	0.002408839865	0.006279576501
scaffold-ma1	307500000	307600000	0.000869573436	0.0008245316033	0.0006045282853	0.001363372576
scaffold-ma1	307600000	307700000	0.001423646954	0.001414617255	0.001078649516	0.001857559863
scaffold-ma1	307700000	307800000	0.002629896284	0.002510606967	0.001816944843	0.003779216876
scaffold-ma1	307800000	307900000	0.003548465355	0.003496919855	0.002186541593	0.005244572652
scaffold-ma1	307900000	308000000	0.01011272613	0.008754723782	0.006063175266	0.02174774556
scaffold-ma1	308000000	308100000	0.008067903523	0.00685998146	0.00363707906	0.01898558622
scaffold-ma1	308100000	308200000	0.003257924362	0.00319509186	0.001995596862	0.005147904817
scaffold-ma1	308200000	308300000	0.002132760125	0.002107905586	0.00150655977	0.003161604658
scaffold-ma1	308300000	308400000	0.04346368762	0.04085936733	0.02199713484	0.07506542601
scaffold-ma1	308400000	308500000	0.003606363906	0.003609811431	0.002538418514	0.004806013232
scaffold-ma1	308500000	308600000	0.002772995094	0.002670871298	0.001772570648	0.0041704605
scaffold-ma1	308600000	308700000	0.002412718647	0.002405706765	0.001444151655	0.003708178865
scaffold-ma1	308700000	308800000	0.00279649433	0.002644003899	0.001780512758	0.004253346243
scaffold-ma1	308800000	308900000	0.02240211549	0.02353043928	0.003143221353	0.04868276504
scaffold-ma1	308900000	309000000	0.008154471956	0.007275800368	0.004213791046	0.01672454206
scaffold-ma1	309000000	309100000	0.008811060011	0.008404803526	0.00532547894	0.01373142131
scaffold-ma1	309100000	309200000	0.006726455019	0.006708266201	0.005036083359	0.008782414424
scaffold-ma1	309200000	309300000	0.003345313044	0.003070942735	0.00224205658	0.005616334841
scaffold-ma1	309300000	309400000	0.00455281997	0.004533767041	0.003145190025	0.006062900839
scaffold-ma1	309400000	309500000	0.003242755672	0.003071185734	0.002006512157	0.005311165324
scaffold-ma1	309500000	309600000	0.001818322089	0.001817092592	0.001428569611	0.002267946125
scaffold-ma1	309600000	309700000	0.002849468504	0.0027816532	0.002168674909	0.003747303731
scaffold-ma1	309700000	309800000	0.004731514013	0.004745741438	0.003230079427	0.006580778841
scaffold-ma1	309800000	309900000	0.002169483759	0.00216970631	0.001747296641	0.002622651793
scaffold-ma1	309900000	310000000	0.007048058147	0.006887066935	0.004519518803	0.01072755502
scaffold-ma1	310000000	310100000	0.00529397747	0.005297920013	0.003190431773	0.007616419679
scaffold-ma1	310100000	310200000	0.002765111063	0.002701967571	0.001546430972	0.004031296503
scaffold-ma1	310200000	310300000	0.01423505226	0.01326864363	0.006390881161	0.02952693119
scaffold-ma1	310300000	310400000	0.01044880944	0.01023632627	0.006129922283	0.01668281119
scaffold-ma1	310400000	310500000	0.009390760106	0.007724284409	0.004621944907	0.01962081955
scaffold-ma1	310500000	310600000	0.00680167433	0.006081678847	0.003506773212	0.01602789618
scaffold-ma1	310600000	310700000	0.01040759616	0.009041551351	0.003988029044	0.02397653627
scaffold-ma1	310700000	310800000	0.00816020768	0.008063788319	0.005716784725	0.01123152563
scaffold-ma1	310800000	310900000	0.006543301834	0.006255376976	0.004110863871	0.01075554861
scaffold-ma1	310900000	311000000	0.02402128517	0.02277707055	0.01694453831	0.03659280954
scaffold-ma1	311000000	311100000	0.008213649799	0.007988604644	0.005377450561	0.01259131656
scaffold-ma1	311100000	311200000	0.007609997821	0.007592250583	0.004996590095	0.01083826447
scaffold-ma1	311200000	311300000	0.009434133831	0.009080718468	0.006185200856	0.01439795812
scaffold-ma1	311300000	311400000	0.004609232359	0.004308220887	0.003167717819	0.007400194315
scaffold-ma1	311400000	311500000	0.004780096574	0.004630972746	0.002981266455	0.007149268658
scaffold-ma1	311500000	311600000	0.004768329135	0.004561683189	0.003134307949	0.007129027162
scaffold-ma1	311600000	311700000	0.00919469271	0.009071565443	0.004132479033	0.0154745144
scaffold-ma1	311700000	311712591	0.006271340741	0.005838322222	0.002101440741	0.01413157778
scaffold-ma2	0	100000	0.03181754677	0.03167466316	0.004936828624	0.07169154932
scaffold-ma2	100000	200000	0.01071389203	0.01062541488	0.007502792442	0.01433443522
scaffold-ma2	200000	300000	0.1040332724	0.09803751457	0.04820732222	0.2009391983
scaffold-ma2	300000	400000	0.07854252429	0.06895744796	0.03683682684	0.1713034507
scaffold-ma2	400000	500000	0.01860177858	0.0182243103	0.01234364714	0.02720346723
scaffold-ma2	500000	600000	0.04072294303	0.03932802408	0.02221996436	0.07368738613
scaffold-ma2	600000	700000	0.02354783482	0.02496421071	0.008521190293	0.04249890143
scaffold-ma2	700000	800000	0.09071074559	0.07302044688	0.002487577985	0.2687385229
scaffold-ma2	800000	900000	0.06118775977	0.05815534302	0.03604978637	0.09661202634
scaffold-ma2	900000	1000000	0.01704450056	0.01611523365	0.00943348956	0.03043391666
scaffold-ma2	1000000	1100000	0.01025433349	0.01009003373	0.00693222236	0.01458029902
scaffold-ma2	1100000	1200000	0.01020606024	0.01014215294	0.007271561031	0.013287746
scaffold-ma2	1200000	1300000	0.01788828324	0.01756402775	0.01195941081	0.02668541255
scaffold-ma2	1300000	1400000	0.00869518756	0.00833870866	0.005555839973	0.01264013359
scaffold-ma2	1400000	1500000	0.07478200308	0.06840801017	0.0319351842	0.158069434
scaffold-ma2	1500000	1600000	0.126125853	0.1181525287	0.06178584397	0.2406623295
scaffold-ma2	1600000	1700000	0.005880993774	0.005804716181	0.004252022342	0.007823628152
scaffold-ma2	1700000	1800000	0.006726171719	0.0067139227	0.005031760851	0.008770450514
scaffold-ma2	1800000	1900000	0.009517951052	0.009243518706	0.005822880674	0.01596243125
scaffold-ma2	1900000	2000000	0.01377132361	0.01221112904	0.007609956657	0.02747706303
scaffold-ma2	2000000	2100000	0.01063139628	0.01001735479	0.006157683053	0.01794578426
scaffold-ma2	2100000	2200000	0.05902948294	0.05383905912	0.02410442997	0.122358618
scaffold-ma2	2200000	2300000	0.04888378004	0.04637898787	0.02710375573	0.08567692757
scaffold-ma2	2300000	2400000	0.01995069771	0.01729265514	0.009534235492	0.04218471277
scaffold-ma2	2400000	2500000	0.05053281213	0.04870355591	0.02840390542	0.0862964789
scaffold-ma2	2500000	2600000	0.02061419911	0.01872613276	0.007985908563	0.04320552188
scaffold-ma2	2600000	2700000	0.004857916074	0.004726458324	0.003252399524	0.00704765343
scaffold-ma2	2700000	2800000	0.00814715204	0.007602583284	0.004901934495	0.01317513551
scaffold-ma2	2800000	2900000	0.008044522831	0.007946421659	0.005208441196	0.01171698999
scaffold-ma2	2900000	3000000	0.0044105692	0.004195320067	0.002272243177	0.007721256399
scaffold-ma2	3000000	3100000	0.009378949678	0.009310705173	0.005784717442	0.01372673974
scaffold-ma2	3100000	3200000	0.01643109891	0.01543795307	0.009092471004	0.02852413947
scaffold-ma2	3200000	3300000	0.005814418561	0.005677613356	0.003831726176	0.008630453265
scaffold-ma2	3300000	3400000	0.03666084062	0.03469491926	0.01629770078	0.06747974215
scaffold-ma2	3400000	3500000	0.07837151231	0.07611413521	0.05464647133	0.1170086565
scaffold-ma2	3500000	3600000	0.01362872986	0.01330243999	0.009383192751	0.01914711221
scaffold-ma2	3600000	3700000	0.01157631403	0.01143979834	0.00682441323	0.01774858974
scaffold-ma2	3700000	3800000	0.008978436317	0.008656870818	0.006257655301	0.01469739584
scaffold-ma2	3800000	3900000	0.02192024525	0.02038578042	0.009007822615	0.04320271607
scaffold-ma2	3900000	4000000	0.0299026011	0.02944443544	0.01841038236	0.04555768339
scaffold-ma2	4000000	4100000	0.01591045057	0.01398743306	0.008992210857	0.03329068421
scaffold-ma2	4100000	4200000	0.006854660193	0.006842376053	0.003092887845	0.01265284358
scaffold-ma2	4200000	4300000	0.006338900767	0.006198241148	0.004357367093	0.00930810121
scaffold-ma2	4300000	4400000	0.009532571472	0.009731291962	0.003760672177	0.0174703771
scaffold-ma2	4400000	4500000	0.006895661123	0.0068086566	0.003603349167	0.01189800915
scaffold-ma2	4500000	4600000	0.009102337212	0.008825294168	0.006443473583	0.01297179932
scaffold-ma2	4600000	4700000	0.02682795193	0.02475698107	0.0142234808	0.04728843317
scaffold-ma2	4700000	4800000	0.06327252182	0.05858677856	0.03335000604	0.1110697894
scaffold-ma2	4800000	4900000	0.0038947912	0.00383449405	0.002754235506	0.005671977667
scaffold-ma2	4900000	5000000	0.007547453412	0.007260869831	0.004601345488	0.01171606556
scaffold-ma2	5000000	5100000	0.009041285988	0.00868609441	0.005412849098	0.01458049625
scaffold-ma2	5100000	5200000	0.005062099083	0.004927528198	0.003358235102	0.007551731241
scaffold-ma2	5200000	5300000	0.008671705026	0.008228521324	0.00474810884	0.01416380319
scaffold-ma2	5300000	5400000	0.005525334087	0.005356462699	0.003465469962	0.008794636919
scaffold-ma2	5400000	5500000	0.008000414261	0.007921244113	0.006102243085	0.01020822771
scaffold-ma2	5500000	5600000	0.00868253795	0.008503064508	0.006391724833	0.01190842398
scaffold-ma2	5600000	5700000	0.003695386774	0.003443581767	0.002066899125	0.005947609196
scaffold-ma2	5700000	5800000	0.01637135152	0.01601401182	0.01094101522	0.02412496767
scaffold-ma2	5800000	5900000	0.008790648244	0.008433735244	0.005548574816	0.01319180765
scaffold-ma2	5900000	6000000	0.007636866451	0.007428030942	0.005026570429	0.01233220225
scaffold-ma2	6000000	6100000	0.006926093347	0.006530635835	0.004447893125	0.01043983466
scaffold-ma2	6100000	6200000	0.01124166953	0.01059157315	0.006820516587	0.0196450448
scaffold-ma2	6200000	6300000	0.00884584221	0.008426159031	0.006280273587	0.01329919474
scaffold-ma2	6300000	6400000	0.00826028666	0.008215952105	0.005573349136	0.01191669885
scaffold-ma2	6400000	6500000	0.004195190858	0.004121668965	0.002999436384	0.005810376575
scaffold-ma2	6500000	6600000	0.004458999222	0.00425991234	0.003283533841	0.006442277222
scaffold-ma2	6600000	6700000	0.005573823893	0.005239289893	0.003251266206	0.01020978489
scaffold-ma2	6700000	6800000	0.007597187911	0.007517271703	0.005699566628	0.009459208656
scaffold-ma2	6800000	6900000	0.009555562571	0.009214916303	0.00542217637	0.01676561604
scaffold-ma2	6900000	7000000	0.007901228437	0.007654492057	0.005811140106	0.01063273176
scaffold-ma2	7000000	7100000	0.006853476861	0.006644412563	0.003232289986	0.01442249877
scaffold-ma2	7100000	7200000	0.00487912604	0.004726170751	0.00284494504	0.007480822486
scaffold-ma2	7200000	7300000	0.004680136289	0.004619787798	0.002700508447	0.007174918285
scaffold-ma2	7300000	7400000	0.01049287778	0.009819860454	0.006138103495	0.01835417077
scaffold-ma2	7400000	7500000	0.008938804372	0.007277657996	0.004606424665	0.02271956126
scaffold-ma2	7500000	7600000	0.002149559948	0.002133706253	0.001535111543	0.002929812681
scaffold-ma2	7600000	7700000	0.006473203927	0.005979482083	0.003554387144	0.01241473326
scaffold-ma2	7700000	7800000	0.03627107647	0.03383667058	0.01937273378	0.06648588102
scaffold-ma2	7800000	7900000	0.002621704293	0.00258372479	0.001797398241	0.003709913878
scaffold-ma2	7900000	8000000	0.04504445196	0.04617640452	0.01644580601	0.08617124732
scaffold-ma2	8000000	8100000	0.06816189184	0.06518205896	0.02223261392	0.1316294435
scaffold-ma2	8100000	8200000	0.002611732535	0.002559808914	0.001795074067	0.003627271058
scaffold-ma2	8200000	8300000	0.05344378904	0.05107921507	0.03051414705	0.09271094312
scaffold-ma2	8300000	8400000	0.02257346664	0.02071406581	0.01094783677	0.04324498699
scaffold-ma2	8400000	8500000	0.0427662688	0.04244823218	0.02440542103	0.06636923468
scaffold-ma2	8500000	8600000	0.02932491336	0.02654577108	0.01528927941	0.05359436813
scaffold-ma2	8600000	8700000	0.01892984241	0.0178597439	0.009315036031	0.03748537445
scaffold-ma2	8700000	8800000	0.032852617	0.03076948011	0.01926408575	0.05328642511
scaffold-ma2	8800000	8900000	0.00735801375	0.006804512632	0.003151439345	0.01401093813
scaffold-ma2	8900000	9000000	0.01270906642	0.01127641231	0.007673148212	0.0241900565
scaffold-ma2	9000000	9100000	0.008661351102	0.008593997936	0.004541179717	0.01457704741
scaffold-ma2	9100000	9200000	0.0150220748	0.01415167232	0.01004782688	0.02525091345
scaffold-ma2	9200000	9300000	0.002314159534	0.002233591633	0.001546620783	0.003458625436
scaffold-ma2	9300000	9400000	0.001982831929	0.001947294998	0.00142643266	0.002617549122
scaffold-ma2	9400000	9500000	0.003644069626	0.003558635644	0.002358143821	0.005522393696
scaffold-ma2	9500000	9600000	0.0003573155155	0.0003345170276	0.0001937944289	0.0006039555562
scaffold-ma2	9600000	9700000	0.004804906657	0.004888924945	0.003448812597	0.006209611091
scaffold-ma2	9700000	9800000	0.001000790241	0.000995501109	0.0007254620701	0.001322225524
scaffold-ma2	9800000	9900000	0.001449005136	0.00143128158	0.0007922239906	0.002200594703
scaffold-ma2	9900000	10000000	0.0009782400731	0.0009514775887	0.0007549232894	0.001297363181
scaffold-ma2	10000000	10100000	0.002481577337	0.002392011458	0.001384532002	0.003960137573
scaffold-ma2	10100000	10200000	0.001523238018	0.001465185931	0.001106186816	0.002088071857
scaffold-ma2	10200000	10300000	0.001211080843	0.00117988942	0.0006956041245	0.001871069829
scaffold-ma2	10300000	10400000	0.001281429732	0.001278262296	0.0008073844885	0.001869529157
scaffold-ma2	10400000	10500000	0.0005745680663	0.0005608727267	0.0004311060619	0.0007839736661
scaffold-ma2	10500000	10600000	0.006955202417	0.006700658051	0.003540292138	0.01157921267
scaffold-ma2	10600000	10700000	0.001018886147	0.001024009788	0.0005573262553	0.001607402858
scaffold-ma2	10700000	10800000	0.001914071398	0.001807658916	0.001154222959	0.003098279588
scaffold-ma2	10800000	10900000	0.01061829978	0.01032142611	0.007107695793	0.01672507668
scaffold-ma2	10900000	11000000	0.001713764223	0.001710878031	0.001396848005	0.002062844384
scaffold-ma2	11000000	11100000	0.0005101419134	0.0004852892013	0.0002689860042	0.0008309595238
scaffold-ma2	11100000	11200000	0.001630563764	0.00157111565	0.0008230464944	0.002847720236
scaffold-ma2	11200000	11300000	0.001301044657	0.001277993231	0.0008005022296	0.001886638591
scaffold-ma2	11300000	11400000	0.0008509664355	0.0008449276686	0.0006305856108	0.00113920027
scaffold-ma2	11400000	11500000	0.001828650774	0.001727124016	0.001242390529	0.00273647723
scaffold-ma2	11500000	11600000	0.00282545926	0.002768933852	0.001125307385	0.005730792177
scaffold-ma2	11600000	11700000	0.005148374641	0.005136390519	0.003377744938	0.007580601129
scaffold-ma2	11700000	11800000	0.001073180503	0.001039677002	0.000848735544	0.001414007143
scaffold-ma2	11800000	11900000	0.002512390458	0.002347438129	0.001654434698	0.003724388807
scaffold-ma2	11900000	12000000	0.005390728339	0.005359685194	0.003914389442	0.007196760875
scaffold-ma2	12000000	12100000	0.003107724799	0.00310460621	0.001855189017	0.00450276964
scaffold-ma2	12100000	12200000	0.006636905092	0.006505652063	0.004494013853	0.009815044609
scaffold-ma2	12200000	12300000	0.001834159898	0.001810074812	0.001290596814	0.002591863508
scaffold-ma2	12300000	12400000	0.01102735429	0.009104599217	0.004402149459	0.02745109612
scaffold-ma2	12400000	12500000	0.00249581198	0.002483218503	0.001473072425	0.003358659512
scaffold-ma2	12500000	12600000	0.001885442176	0.001868806977	0.001419785727	0.002428272941
scaffold-ma2	12600000	12700000	0.01178164165	0.01136357789	0.007007346101	0.01932938734
scaffold-ma2	12700000	12800000	0.001078809695	0.001073142599	0.0007978637709	0.001422751023
scaffold-ma2	12800000	12900000	0.01032171269	0.010082567	0.006857601305	0.01502521783
scaffold-ma2	12900000	13000000	0.001951229469	0.001959887786	0.001414311392	0.002527649547
scaffold-ma2	13000000	13100000	0.001084288674	0.001081429777	0.0006972800864	0.001592840875
scaffold-ma2	13100000	13200000	0.002510741319	0.002460188352	0.00187802432	0.003350197515
scaffold-ma2	13200000	13300000	0.00342926811	0.003346953632	0.002402515147	0.004824635457
scaffold-ma2	13300000	13400000	0.009107437914	0.008501156131	0.003739885486	0.0183866879
scaffold-ma2	13400000	13500000	0.004505205087	0.004273705793	0.003032988409	0.006682884127
scaffold-ma2	13500000	13600000	0.003222219087	0.003092398108	0.002341861307	0.00463723193
scaffold-ma2	13600000	13700000	0.002509373057	0.002459592723	0.001699297378	0.003706629608
scaffold-ma2	13700000	13800000	0.004082958339	0.004108062845	0.002010727731	0.006504103959
scaffold-ma2	13800000	13900000	0.002947297582	0.002860719532	0.002079547766	0.004127739284
scaffold-ma2	13900000	14000000	0.008162557733	0.00790811	0.004948449368	0.01162715917
scaffold-ma2	14000000	14100000	0.0009405519908	0.0009327304439	0.0006981815011	0.001216686355
scaffold-ma2	14100000	14200000	0.002182269634	0.002170777301	0.001578477627	0.00289160021
scaffold-ma2	14200000	14300000	0.001374237742	0.001352817575	0.001141453251	0.001761708796
scaffold-ma2	14300000	14400000	0.002034426009	0.00199910779	0.001432337186	0.002773363644
scaffold-ma2	14400000	14500000	0.003520508323	0.003463936348	0.002189459954	0.00533322864
scaffold-ma2	14500000	14600000	0.003592144366	0.002966914753	0.002058685349	0.005931390117
scaffold-ma2	14600000	14700000	0.004846302742	0.004570895328	0.002669097151	0.008047703351
scaffold-ma2	14700000	14800000	0.006549633218	0.006464635168	0.00474327671	0.009049227165
scaffold-ma2	14800000	14900000	0.002845293496	0.002933476142	0.001410134163	0.004233728938
scaffold-ma2	14900000	15000000	0.002356619111	0.002381204707	0.001668364236	0.003130338699
scaffold-ma2	15000000	15100000	0.0008580036453	0.0008543849585	0.0006169497745	0.0011768631
scaffold-ma2	15100000	15200000	0.001458701763	0.00143354474	0.0009407808397	0.002086695972
scaffold-ma2	15200000	15300000	0.004745587045	0.004661099962	0.003667291592	0.006448424842
scaffold-ma2	15300000	15400000	0.00102059528	0.001003786441	0.0006327592778	0.00157335314
scaffold-ma2	15400000	15500000	0.003580797722	0.003490862813	0.002541325996	0.00482828632
scaffold-ma2	15500000	15600000	0.001705212723	0.001679092853	0.001234483493	0.002350745516
scaffold-ma2	15600000	15700000	0.009905336526	0.009547179251	0.002451905659	0.0227945658
scaffold-ma2	15700000	15800000	0.0009357017601	0.0009148115608	0.0006497729935	0.001308621851
scaffold-ma2	15800000	15900000	0.002310252821	0.002349527417	0.001178663984	0.003445567205
scaffold-ma2	15900000	16000000	0.001284303898	0.001257780374	0.0009743593555	0.001666825122
scaffold-ma2	16000000	16100000	0.001584953202	0.001627170694	0.001126732922	0.002236036749
scaffold-ma2	16100000	16200000	0.001821115683	0.001801266145	0.001247806415	0.002553295667
scaffold-ma2	16200000	16300000	0.00134551419	0.001350969707	0.0009651392647	0.001837034363
scaffold-ma2	16300000	16400000	0.0006853806741	0.0006797558299	0.0005755859396	0.000840264022
scaffold-ma2	16400000	16500000	0.002928517019	0.002967305662	0.001582384357	0.004777643663
scaffold-ma2	16500000	16600000	0.004041263235	0.004005095878	0.003041299168	0.005235050281
scaffold-ma2	16600000	16700000	0.002112209484	0.002099519089	0.001279353628	0.002988556293
scaffold-ma2	16700000	16800000	0.001539009157	0.001526483123	0.001016105113	0.002300830016
scaffold-ma2	16800000	16900000	0.0009356611225	0.0009355466599	0.0006911545747	0.001220880221
scaffold-ma2	16900000	17000000	0.001150606003	0.001123743038	0.0007951147602	0.001648316114
scaffold-ma2	17000000	17100000	0.006393396527	0.005745504117	0.003426815857	0.01361781923
scaffold-ma2	17100000	17200000	0.001240403243	0.00118071782	0.0008894313795	0.001872655379
